sample,contig_name,contig_length,read_count,nr,nt_or_nr,bitscore,align_length,taxon_group_blast,tax_id,identity,sci_name,com_names,lca_taxid,lca_taxid.1,lca_name,common_nr,phylum,family,chordata,blasted,cluster,taxid_curated,poly_group,name,provisional_name,segment,curated,rdrp,taxon_group,taxid,ska_genus,ska_species,collected_by,idseq_nonhost_reads,hex_read_count,contaminating_and_hex_reads,nonhost_reads,total_reads,read_prop,identity_qcov,group,baltimore_group,genome_description,number_of_segments_conventional
SEZONOWISGOAT013_S24_2_657729,SEZONOWISGOAT013_S24_2_657729_NODE_379_length_505_cov_1.661215,505,10,TRUE,nr,322,163,Viruses,442302,98.2,Porcine picobirnavirus,"UAW00385.1 MAG: RNA-dependent RNA polymerase, partial [Porcine picobirnavirus]",442302,442302,Porcine picobirnavirus,TRUE,Pisuviricota,Picobirnaviridae,FALSE,TRUE,307998,442302,80,Porcine picobirnavirus,,RdRp,TRUE,TRUE,Viruses,442302,Caprine,Goat,Ondo,59029736,163156,221880,58807856,113093950,1.70E-07,,Virus,III,double stranded RNA,2
AINWZCHICKEN001_S56_655747,AINWZCHICKEN001_S56_655747_NODE_1083_length_505_cov_5.245327,505,42,TRUE,nr,272,170,Viruses,1907787,75.3,Picobirnavirus sp.,"USE07838.1 MAG: putative RNA-dependent RNA polymerase, partial [Picobirnavirus sp.]",,,,TRUE,Pisuviricota,Picobirnaviridae,FALSE,TRUE,306938,1907787,93,TBD,Abak-Picobirnavirus sp.,RdRp,TRUE,TRUE,Viruses,1907787,Avian,Chicken,Ebonyi,15655180,788,474494,15180686,47222582,2.77E-06,,Virus,III,double stranded RNA,2
AINWZ_DOG006_RS_S42_674096,AINWZ_DOG006_RS_S42_674096_NODE_643_length_504_cov_1.393443,504,13,TRUE,nr,269,141,Viruses,1907787,90.1,Picobirnavirus sp.,"USE07775.1 MAG: putative RNA-dependent RNA polymerase, partial [Picobirnavirus sp.]",,,,TRUE,Pisuviricota,Picobirnaviridae,FALSE,TRUE,309444,1907787,79,Picobirnavirus sp.,,RdRp,TRUE,TRUE,Viruses,1907787,Canine,Dog,Ebonyi ,14350534,555868,645169,13705365,39284986,9.49E-07,,Virus,III,double stranded RNA,2
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_1355_length_501_cov_2.877358,501,22,TRUE,nr,321,163,Viruses,2752436,90.2,Picobirnavirus SPBV-3,"QLJ10911.1 RNA-dependent RNA polymerase, partial [Picobirnavirus SPBV-3]",,,,TRUE,Pisuviricota,Picobirnaviridae,FALSE,TRUE,316673,1907787,79,Picobirnavirus sp.,,RdRp,TRUE,TRUE,Viruses,1907787,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.52E-06,,Virus,III,double stranded RNA,2
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_1245_length_541_cov_1.575431,541,14,TRUE,nr,350,180,Viruses,1494923,91.1,Turkey picobirnavirus,"AHY84700.1 RNA-dependent RNA polymerase, partial [Turkey picobirnavirus]",,,,TRUE,Pisuviricota,Picobirnaviridae,FALSE,TRUE,244332,1494923,26,Turkey picobirnavirus,,RdRp,TRUE,TRUE,Viruses,1494923,Caprine,Goat,Ondo,17713900,41609,337050,17376850,27451908,8.06E-07,,Virus,IV,single stranded RNA positive sense,1
AINWZPIG001_S62_657715,AINWZPIG001_S62_657715_NODE_128_length_2023_cov_3.934738,2023,226,TRUE,nr,152,580,Viruses,2707226,25.5,Kagge virus,"QIS87963.1 MAG: RNA-dependent RNA polymerase, partial [Kagge virus]",,,,TRUE,,Piconaviridae,FALSE,TRUE,11923,2707226,67,TBD,Abak-Abak-Kagge-like virus,RdRp,TRUE,TRUE,Viruses,2707226,Swine,Pig,Ebonyi,16019604,554,516209,15503395,31766854,1.46E-05,,Virus,IV,single stranded RNA positive sense,1
SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_235_length_733_cov_3.993902,733,56,TRUE,nr,218,117,Viruses,2161810,88,Marmot kobuvirus,UKG18744.1 polyprotein [Marmot kobuvirus],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,104177,2161810,89,TBD,Ondo-Marmot picobirnavirus,RNA1,TRUE,FALSE,Viruses,2161810,Canine,Dog,Ondo,1631558,14040,439287,1192271,18909772,4.70E-05,,Virus,III,double stranded RNA,2
SEZONOWDOG01_S7_657737,SEZONOWDOG01_S7_657737_NODE_1_length_14746_cov_265.068375,14746,40772,TRUE,nr,4860,2434,Viruses,1836608,99,Canine kobuvirus,AGH29114.1 polyprotein [Canine kobuvirus],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,107,1836608,101,Canine kobuvirus,,RNA1,TRUE,FALSE,Viruses,1836608,Canine,Dog,Ondo,6557718,2133,249252,6308466,19098908,0.006463061,,Virus,IV,single stranded RNA positive sense,1
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_7_length_8029_cov_22.587022,8029,4760,TRUE,nr,4716,2580,Viruses,1930506,90,Sicinivirus sp.,ULF99573.1 MAG: polyprotein [Sicinivirus sp.],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,477,1930506,123,Sicinivirus sp.,Ondo-Sicinivirus sp.,RNA1,TRUE,FALSE,Viruses,1930506,Rat,Rodent,Ondo,14046732,427728,543789,13502943,35459252,0.000352516,,Virus,IV,single stranded RNA positive sense,1
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_1_length_7669_cov_68.143704,7669,10969,TRUE,nr,4792,2488,Viruses,1156769,95.6,Porcine kobuvirus,BAX64134.1 polyprotein [Porcine kobuvirus],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,537,1156769,120,Porcine kobuvirus,,RNA1,TRUE,FALSE,Viruses,1156769,Swine,Pig,Ebonyi,12859236,3145,390181,12469055,25684542,0.000879698,,Virus,IV,single stranded RNA positive sense,1
SEZONOWOGDOG010_S3_657749,SEZONOWOGDOG010_S3_657749_NODE_3_length_7433_cov_176.360114,7433,28039,TRUE,nr,4880,2442,Viruses,1836608,99.1,Canine kobuvirus,UYL89622.1 polyprotein [Canine kobuvirus],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,107,1836608,101,Canine kobuvirus,,RNA1,TRUE,FALSE,Viruses,1836608,Canine,Dog,Ondo,19469706,242,204139,19265567,30056734,0.001455394,,Virus,IV,single stranded RNA positive sense,1
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_2_length_7182_cov_27.368473,7182,6537,TRUE,nr,4487,2227,Viruses,208726,99.7,Human hepatitis A virus,AOR51545.1 polyprotein [Human hepatitis A virus],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,634,208726,109,Human hepatitis A virus,,RNA1,TRUE,FALSE,Viruses,208726,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,0.00059809,,Virus,IV,single stranded RNA positive sense,1
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_8_length_6895_cov_6.106483,6895,857,TRUE,nr,4347,2196,Viruses,47510,96.7,Echovirus E24,AIZ97150.1 polyprotein [Echovirus E24],47510,47510,Echovirus E24,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,702,47510,106,Echovirus E24,,RNA1,TRUE,FALSE,Viruses,47510,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,0.000114123,,Virus,IV,single stranded RNA positive sense,1
SEZONOWOGDOG010_S3_657749,SEZONOWOGDOG010_S3_657749_NODE_4_length_6481_cov_6.676296,6481,851,TRUE,nr,4310,2150,Viruses,46018,97.8,Echovirus E7,AZT88545.1 polyprotein [Echovirus E7],46018,46018,Echovirus E7,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,817,47510,106,Echovirus E24,,RNA1,TRUE,FALSE,Viruses,47510,Canine,Dog,Ondo,19469706,242,204139,19265567,30056734,4.42E-05,,Virus,IV,single stranded RNA positive sense,1
SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_4_length_6453_cov_9.315402,6453,1310,TRUE,nr,4175,2155,Viruses,1836608,95.7,Canine kobuvirus,AZS64122.1 polyprotein [Canine kobuvirus],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,826,1836608,101,Canine kobuvirus,,RNA1,TRUE,FALSE,Viruses,1836608,Canine,Dog,Ondo,12575104,855,507223,12067881,24091260,0.000108553,,Virus,IV,single stranded RNA positive sense,1
SENONOWISUGOT001_OS_S80_673658,SENONOWISUGOT001_OS_S80_673658_NODE_4_length_4884_cov_32.085916,4884,4035,TRUE,nr,2999,1553,Viruses,2809560,98.9,Megrivirus sp.,QXO14878.1 MAG: polyprotein [Megrivirus sp.],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,1614,2847848,113,megrivirus C2,,RNA1,TRUE,FALSE,Viruses,2847848,Caprine,Goat,Ondo,19978172,72142,302259,19675913,37801652,0.000205073,,Virus,IV,single stranded RNA positive sense,1
SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_11_length_4763_cov_8.135297,4763,905,TRUE,nr,2351,1148,Viruses,2809560,99,Megrivirus sp.,QXO14878.1 MAG: polyprotein [Megrivirus sp.],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,1691,2847848,113,megrivirus C2,,RNA1,TRUE,FALSE,Viruses,2847848,Caprine,Goat,Ondo,32322646,186887,237422,32085224,57339964,2.82E-05,,Virus,IV,single stranded RNA positive sense,1
SEZONOWOGDOG014_S21_657751,SEZONOWOGDOG014_S21_657751_NODE_22_length_4752_cov_5.711872,4752,528,TRUE,nr,2879,1500,Viruses,1955153,98.6,Picornavirales sp.,ULF99717.1 MAG: polyprotein [Picornavirales sp.],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,1707,1955153,117,TBD,Ondo-Picornavirales sp.,RNA1,TRUE,FALSE,Viruses,1955153,Canine,Dog,Ondo,20362306,945,188412,20173894,35701688,2.62E-05,,Virus,IV,single stranded RNA positive sense,1
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_17_length_4652_cov_54.219016,4652,7569,TRUE,nr,2948,1526,Viruses,2809560,99.1,Megrivirus sp.,QXO14878.1 MAG: polyprotein [Megrivirus sp.],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,1786,2847848,113,megrivirus C2,,RNA1,TRUE,FALSE,Viruses,2847848,Rat,Rodent,Ondo,14046732,427728,543789,13502943,35459252,0.000560544,,Virus,IV,single stranded RNA positive sense,1
AIAMA_GOT007_OS_S45_673461,AIAMA_GOT007_OS_S45_673461_NODE_10_length_4287_cov_15.560333,4287,3719,TRUE,nr,2835,1416,Viruses,1836608,99.4,Canine kobuvirus,AZS64124.1 polyprotein [Canine kobuvirus],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,107,1836608,101,Canine kobuvirus,,RNA1,TRUE,FALSE,Viruses,1836608,Caprine,Goat,Ebonyi ,7636210,304622,470528,7165682,36130298,0.000519002,,Virus,IV,single stranded RNA positive sense,1
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_10_length_4010_cov_12.903382,4010,990,TRUE,nr,2554,1336,Viruses,2809560,98.9,Megrivirus sp.,QXO14878.1 MAG: polyprotein [Megrivirus sp.],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,2533,2847848,113,megrivirus C2,,RNA1,TRUE,FALSE,Viruses,2847848,Swine,Pig,Ebonyi,12859236,3145,390181,12469055,25684542,7.94E-05,,Virus,IV,single stranded RNA positive sense,1
SENONOWGOT003_RS_S79_673627,SENONOWGOT003_RS_S79_673627_NODE_8_length_3758_cov_25.402880,3758,1904,TRUE,nr,105,286,Viruses,2585031,32.2,Riboviria sp.,"WKV33455.1 MAG: RNA-dependent RNA polymerase, partial [Riboviria sp.]",,,,TRUE,,Picornaviridae,FALSE,TRUE,2951,2585031,126,TBD,Ondo-Ondo_Riboviria sp.,RdRp,TRUE,TRUE,Viruses,2585031,Caprine,Goat,Ondo,21656736,244074,316763,21339973,42621040,8.92E-05,,Virus,IV,single stranded RNA positive sense,1
SEZONOWIFRR069_LUNG_S60_673526,SEZONOWIFRR069_LUNG_S60_673526_NODE_10_length_3585_cov_3.947834,3585,270,TRUE,nr,550,443,Viruses,2585031,60.7,Riboviria sp.,QVG74799.1 RNA-dependent RNA polymerase [Riboviria sp.],,,,TRUE,,Picornaviridae,FALSE,TRUE,3256,2585031,126,TBD,Ondo-Ondo_Riboviria sp.,RdRp,TRUE,TRUE,Viruses,2585031,Rat,Rodent,Ondo,3089774,127830,131232,2958542,33812158,9.13E-05,,Virus,IV,single stranded RNA positive sense,1
AINWZGOAT005_S45_1_656184,AINWZGOAT005_S45_1_656184_NODE_26_length_3326_cov_4.428747,3326,297,TRUE,nr,170,427,Viruses,2707249,31.1,Ousland virus,QIS88033.1 MAG: RNA-dependent RNA polymerase [Ousland virus],,,,TRUE,,Picornaviridae,FALSE,TRUE,3850,2707249,172,TBD,Abak-Ousland virus,RdRp,TRUE,TRUE,Viruses,2707249,Caprine,Goat,Ebonyi,21791536,293501,470961,21320575,31422658,1.39E-05,,Virus,IV,single stranded RNA positive sense,
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_19_length_3060_cov_18.653034,3060,1369,TRUE,nr,2093,1019,Viruses,2809560,99.3,Megrivirus sp.,QXO14878.1 MAG: polyprotein [Megrivirus sp.],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,4629,2847848,113,megrivirus C2,,RNA1,TRUE,FALSE,Viruses,2847848,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,7.83E-05,,Virus,IV,single stranded RNA positive sense,1
AIAMA_GOT007_OS_S45_673461,AIAMA_GOT007_OS_S45_673461_NODE_28_length_2914_cov_8.718717,2914,926,TRUE,nr,1761,967,Viruses,1836608,88.7,Canine kobuvirus,AZS64122.1 polyprotein [Canine kobuvirus],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,5212,1836608,101,Canine kobuvirus,,RNA1,TRUE,FALSE,Viruses,1836608,Caprine,Goat,Ebonyi ,7636210,304622,470528,7165682,36130298,0.000129227,,Virus,IV,single stranded RNA positive sense,1
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_37_length_2477_cov_3.330417,2477,156,TRUE,nr,1587,824,Viruses,2804202,97,Bopivirus sp.,QQY00278.1 polyprotein [Bopivirus sp.],2804202,2804202,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,7559,2804202,99,Bopivirus sp.,,RNA1,TRUE,FALSE,Viruses,2804202,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,8.93E-06,,Virus,IV,single stranded RNA positive sense,1
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_50_length_2376_cov_5.098304,2376,281,TRUE,nr,1590,779,Viruses,363169,98.8,teschovirus A9,ATL75295.1 polyprotein [teschovirus A9],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,8281,185902,130,teschovirus A2,,RNA1,TRUE,FALSE,Viruses,185902,Rat,Rodent,Ondo,14395086,1211,381655,14013431,21548754,2.01E-05,,Virus,IV,single stranded RNA positive sense,1
AINWZCHICKEN001_S56_655747,AINWZCHICKEN001_S56_655747_NODE_34_length_2155_cov_2.281521,2155,129,TRUE,nr,1328,643,Viruses,2809560,99.1,Megrivirus sp.,QXO14862.1 MAG: polyprotein [Megrivirus sp.],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,10277,2847848,113,megrivirus C2,,RNA1,TRUE,FALSE,Viruses,2847848,Avian,Chicken,Ebonyi,15655180,788,474494,15180686,47222582,8.50E-06,,Virus,IV,single stranded RNA positive sense,1
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_75_length_2107_cov_2.351232,2107,99,TRUE,nr,1058,535,Viruses,82639,97.8,Coxsackievirus B2,QBH22011.1 polyprotein [Coxsackievirus B2],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,10821,42782,105,Coxsackievirus A20,,RNA1,TRUE,FALSE,Viruses,42782,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,1.32E-05,,Virus,IV,single stranded RNA positive sense,1
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_63_length_2089_cov_1.886680,2089,80,TRUE,nr,323,538,Viruses,1923350,38.1,Jingmen picorna-like virus,YP_009337054.1 hypothetical protein [Jingmen picorna-like virus],,,,TRUE,,Picornaviridae,FALSE,TRUE,11033,1923350,125,TBD,Ondo-Jingmen picorna-like virus,hypothetical,TRUE,FALSE,Viruses,1923350,Caprine,Goat,Ondo,17713900,41609,337050,17376850,27451908,4.60E-06,,Virus,IV,single stranded RNA positive sense,1
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_60_length_1996_cov_8.738405,1996,387,TRUE,nr,1042,638,Viruses,2809560,97.3,Megrivirus sp.,QXO14878.1 MAG: polyprotein [Megrivirus sp.],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,12334,2847848,113,megrivirus C2,,RNA1,TRUE,FALSE,Viruses,2847848,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,2.21E-05,,Virus,IV,single stranded RNA positive sense,1
SEZONOWOGDOG010_S3_657749,SEZONOWOGDOG010_S3_657749_NODE_67_length_1977_cov_8.082105,1977,308,TRUE,nr,1192,614,Viruses,1196647,95.4,Canine picornavirus,AFB78145.1 polyprotein [Canine picornavirus],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,12624,1196647,102,Canine picornavirus,,RNA1,TRUE,FALSE,Viruses,1196647,Canine,Dog,Ondo,19469706,242,204139,19265567,30056734,1.60E-05,,Virus,IV,single stranded RNA positive sense,1
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_108_length_1927_cov_3.620000,1927,148,TRUE,nr,1262,642,Viruses,12083,97.2,Poliovirus 2,AGA12677.2 polyprotein [Poliovirus 2],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,13399,1930506,123,Sicinivirus sp.,Ondo-Sicinivirus sp.,RNA1,TRUE,FALSE,Viruses,1930506,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,1.97E-05,,Virus,IV,single stranded RNA positive sense,1
SENONOWGOT003_RS_S79_673627,SENONOWGOT003_RS_S79_673627_NODE_56_length_1891_cov_2.099779,1891,81,TRUE,nr,744,608,Viruses,1530251,59,Picornaviridae sp.,"URG14387.1 MAG: RNA dependent RNA polymerase, partial [Picornaviridae sp.]",,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,13971,1530251,127,TBD,Ondo-Picornaviridae sp.,RdRp,TRUE,TRUE,Viruses,1530251,Caprine,Goat,Ondo,21656736,244074,316763,21339973,42621040,3.80E-06,,Virus,IV,single stranded RNA positive sense,1
SEZONOWIFRR037_LIV_S77_666399,SEZONOWIFRR037_LIV_S77_666399_NODE_82_length_1758_cov_6.885782,1758,223,TRUE,nr,154,118,Viruses,2585031,66.1,Riboviria sp.,"QVG74800.1 hypothetical protein, partial [Riboviria sp.]",,,,TRUE,,Picornaviridae,FALSE,TRUE,16280,2585031,131,TBD,Ondo-Ondo_Riboviria sp.,hypothetical,TRUE,FALSE,Viruses,2585031,Rat,Rodent,Ondo ,1400458,103504,107176,1293282,17753950,0.00017243,,Virus,IV,single stranded RNA positive sense,1
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_126_length_1748_cov_2.053860,1748,58,TRUE,nr,150,248,Viruses,1955153,33.1,Picornavirales sp.,"ULF99734.1 MAG: hypothetical protein, partial [Picornavirales sp.]",,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,16467,1955153,117,TBD,Ondo-Picornavirales sp.,hypothetical,TRUE,FALSE,Viruses,1955153,Caprine,Goat,Ondo,17713900,41609,337050,17376850,27451908,3.34E-06,,Virus,IV,single stranded RNA positive sense,1
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_49_length_1729_cov_314.882567,1729,20433,TRUE,nr,1136,575,Viruses,1836608,99.3,Canine kobuvirus,UYL89622.1 polyprotein [Canine kobuvirus],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,107,1836608,101,Canine kobuvirus,,RNA1,TRUE,FALSE,Viruses,1836608,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,0.001869477,,Virus,IV,single stranded RNA positive sense,1
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_129_length_1729_cov_1.817797,1729,64,TRUE,nr,147,484,Viruses,2584814,27.5,Posavirus 12,"QCX08936.1 polyprotein, partial [Posavirus 12]",,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,16851,2584814,119,Poliovirus 2,,RNA1,TRUE,FALSE,Viruses,2584814,Caprine,Goat,Ondo,17713900,41609,337050,17376850,27451908,3.68E-06,,Virus,IV,single stranded RNA positive sense,1
SEZONOWISSHEEP001_S32_656084,SEZONOWISSHEEP001_S32_656084_NODE_58_length_1637_cov_2.080128,1637,78,TRUE,nr,514,386,Viruses,2992867,67.4,Ageratum virus 2,WCH76245.1 P1-P2 fusion protein [Ageratum virus 2],,,,TRUE,,Picornaviridae,FALSE,TRUE,18817,2992867,151,TBD,Ondo-Ageratum virus 2,hypothetical,TRUE,FALSE,Viruses,2992867,Ovine,Sheep,Ondo,1036668,23,360210,676458,1631548,0.000115306,,Virus,IV,single stranded RNA positive sense,1
OD_ZAD_AGR007_LUNG_S52_673492,OD_ZAD_AGR007_LUNG_S52_673492_NODE_131_length_1631_cov_17.203990,1631,669,TRUE,nr,801,415,Viruses,2847848,97.3,megrivirus C2,YP_009054902.1 polyprotein [megrivirus C2],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,18959,2847848,113,megrivirus C2,,RNA1,TRUE,FALSE,Viruses,2847848,Rat,Rodent,Ondo,14046732,427728,543789,13502943,35459252,4.95E-05,,Virus,IV,single stranded RNA positive sense,1
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_70_length_1499_cov_319.895218,1499,8199,TRUE,nr,499,262,Viruses,1836608,99.2,Canine kobuvirus,AXY87954.1 polyprotein [Canine kobuvirus],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,22529,1836608,101,Canine kobuvirus,,RNA1,TRUE,FALSE,Viruses,1836608,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,0.000750151,,Virus,IV,single stranded RNA positive sense,1
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_105_length_1468_cov_1.823868,1468,60,TRUE,nr,966,489,Viruses,1156769,98.2,Porcine kobuvirus,WAK45990.1 MAG: polyprotein [Porcine kobuvirus],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,537,1156769,120,Porcine kobuvirus,,RNA1,TRUE,FALSE,Viruses,1156769,Swine,Pig,Ebonyi,21978928,390,599868,21379060,35838192,2.81E-06,,Virus,IV,single stranded RNA positive sense,1
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_109_length_1466_cov_3.232541,1466,91,TRUE,nr,930,472,Viruses,2804202,99.8,Bopivirus sp.,QQY00278.1 polyprotein [Bopivirus sp.],2804202,2804202,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,23607,2804202,99,Bopivirus sp.,,RNA1,TRUE,FALSE,Viruses,2804202,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,5.21E-06,,Virus,IV,single stranded RNA positive sense,1
AINWZCHICKEN001_S56_655747,AINWZCHICKEN001_S56_655747_NODE_97_length_1347_cov_1.412598,1347,38,TRUE,nr,770,382,Viruses,2809560,98.2,Megrivirus sp.,"QXO14859.1 MAG: polyprotein, partial [Megrivirus sp.]",,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,27998,2847848,113,megrivirus C2,,RNA1,TRUE,FALSE,Viruses,2847848,Avian,Chicken,Ebonyi,15655180,788,474494,15180686,47222582,2.50E-06,,Virus,IV,single stranded RNA positive sense,1
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_202_length_1344_cov_2.728493,1344,66,TRUE,nr,753,394,Viruses,42772,94.4,Coxsackievirus A13,WAB71090.1 polyprotein [Coxsackievirus A13],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,28139,42782,105,Coxsackievirus A20,,RNA1,TRUE,FALSE,Viruses,42782,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,8.79E-06,,Virus,IV,single stranded RNA positive sense,1
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_93_length_1329_cov_308.075879,1329,15240,TRUE,nr,902,443,Viruses,1300945,98.4,Canine kobuvirus 1,AJP67529.1 polyprotein [Canine kobuvirus 1],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,107,1836608,101,Canine kobuvirus,,RNA1,TRUE,FALSE,Viruses,1836608,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,0.001394354,,Virus,IV,single stranded RNA positive sense,1
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_128_length_1326_cov_4.770216,1326,141,TRUE,nr,793,384,Viruses,2919880,96.1,aichivirus B3,ADG03747.2 polyprotein [aichivirus B3],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,28925,3115137,97,aichivirus A2,,RNA1,TRUE,FALSE,Viruses,3115137,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,8.07E-06,,Virus,IV,single stranded RNA positive sense,1
AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_159_length_1324_cov_2.266239,1324,62,TRUE,nr,897,441,Viruses,147711,96.8,Rhinovirus A,"WEM04394.1 polyprotein, partial [Rhinovirus A]",,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,29000,1930506,122,Rhinovirus A,,RNA1,TRUE,FALSE,Viruses,1930506,Canine,Dog,Ebonyi,2802322,19907,481658,2320664,29774724,2.67E-05,,Virus,IV,single stranded RNA positive sense,1
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_218_length_1262_cov_3.184810,1262,72,TRUE,nr,825,420,Viruses,45101,98.1,Echovirus E25,"CCW33486.1 polyprotein, partial [Echovirus E25]",,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,32029,47510,106,Echovirus E24,,RNA1,TRUE,FALSE,Viruses,47510,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,9.59E-06,,Virus,IV,single stranded RNA positive sense,1
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_174_length_1168_cov_1.756187,1168,54,TRUE,nr,691,353,Viruses,1156769,97.2,Porcine kobuvirus,WAK45985.1 MAG: polyprotein [Porcine kobuvirus],,,,TRUE,Pisuviricota,Picornaviridae,FALSE,TRUE,537,1156769,120,Porcine kobuvirus,,RNA1,TRUE,FALSE,Viruses,1156769,Swine,Pig,Ebonyi,21978928,390,599868,21379060,35838192,2.53E-06,,Virus,IV,single stranded RNA positive sense,1
