family,sample,contig_name,contig_length,read_count,identity,sci_name,sampletype,ska_species,collected_by,idseq_nonhost_reads,nonhost_reads,total_reads,read_prop,domestication_status,RPM,sample_size_Ebonyi,sample_size_Ondo,sample_size_total,Feeding
Picornaviridae,SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_345_length_693_cov_1.689935,693,19,92.2,Sicinivirus sp.,Non-tissue,Goat,Ondo,17869036,17477288,33879770,1.09E-06,domesticated,1.09,24,22,46,Herbivore
Picornaviridae,SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_471_length_635_cov_2.921147,635,37,93.8,Sicinivirus sp.,Non-tissue,Goat,Ondo,32322646,32085224,57339964,1.15E-06,domesticated,1.15,24,22,46,Herbivore
Picornaviridae,SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_516_length_600_cov_1.596558,600,16,88.9,Sicinivirus sp.,Non-tissue,Goat,Ondo,17869036,17477288,33879770,9.15E-07,domesticated,0.915,24,22,46,Herbivore
Picornaviridae,SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_717_length_535_cov_1.816594,535,20,95.5,Sicinivirus sp.,Non-tissue,Goat,Ondo,17869036,17477288,33879770,1.14E-06,domesticated,1.14,24,22,46,Herbivore
Picobirnaviridae,AIMGLGOAT002_S61_656114,AIMGLGOAT002_S61_656114_NODE_163_length_1300_cov_69.771055,1300,1862,78.7,Simian picobirnavirus,Non-tissue,Goat,Ebonyi,24773016,24302004,41694368,7.66E-05,domesticated,76.6,24,22,46,Herbivore
Picobirnaviridae,SENONOWISUGOT006_OS_S73_673663,SENONOWISUGOT006_OS_S73_673663_NODE_217_length_817_cov_3.104054,817,58,99.3,Simian picobirnavirus,Non-tissue,Goat,Ondo,19556444,19066567,33235434,3.04E-06,domesticated,3.04,24,22,46,Herbivore
Tobaniviridae,SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_30_length_2488_cov_1002.496060,2488,36314,96.4,Torovirus sp.,Non-tissue,Goat,Ondo,32322646,32085224,57339964,0.001131798,domesticated,1131.798,24,22,46,Herbivore
Tobaniviridae,SENONOWGOT014_OS_S75_673628,SENONOWGOT014_OS_S75_673628_NODE_116_length_1424_cov_2.201188,1424,73,95.7,Torovirus sp.,Non-tissue,Goat,Ondo,17223238,16714149,26864012,4.37E-06,domesticated,4.37,24,22,46,Herbivore
Tobaniviridae,SENONOWGOT014_OS_S75_673628,SENONOWGOT014_OS_S75_673628_NODE_424_length_685_cov_1.236842,685,14,92.9,Torovirus sp.,Non-tissue,Goat,Ondo,17223238,16714149,26864012,8.38E-07,domesticated,0.838,24,22,46,Herbivore
Tobaniviridae,SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_366_length_675_cov_2.214047,675,30,94.6,Torovirus sp.,Non-tissue,Goat,Ondo,17869036,17477288,33879770,1.72E-06,domesticated,1.72,24,22,46,Herbivore
Tobaniviridae,SEZONOWISGOAT013_S24_2_657729,SEZONOWISGOAT013_S24_2_657729_NODE_238_length_658_cov_3195.012048,658,57989,95.5,Torovirus sp.,Non-tissue,Goat,Ondo,59029736,58807856,113093950,0.000986076,domesticated,986.076,24,22,46,Herbivore
Astroviridae,SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_58_length_1811_cov_3.317762,1811,147,96.3,Turkey astrovirus,Non-tissue,Goat,Ondo,32322646,32085224,57339964,4.58E-06,domesticated,4.58,24,22,46,Herbivore
Astroviridae,SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_289_length_749_cov_1.686012,749,31,94.9,Turkey astrovirus,Non-tissue,Goat,Ondo,17869036,17477288,33879770,1.77E-06,domesticated,1.77,24,22,46,Herbivore
Astroviridae,SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_837_length_513_cov_1.438073,513,10,95.4,Turkey astrovirus,Non-tissue,Goat,Ondo,17869036,17477288,33879770,5.72E-07,domesticated,0.572,24,22,46,Herbivore
Picobirnaviridae,SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_1245_length_541_cov_1.575431,541,14,91.1,Turkey picobirnavirus,Non-tissue,Goat,Ondo,17713900,17376850,27451908,8.06E-07,domesticated,0.806,24,22,46,Herbivore
Picobirnaviridae,SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_1245_length_541_cov_1.575431,541,14,91.1,Turkey picobirnavirus,Non-tissue,Goat,Ondo,17713900,17376850,27451908,8.06E-07,domesticated,0.806,24,22,46,Herbivore
Astroviridae,SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_590_length_580_cov_18.115308,580,262,89.1,Water buffalo astrovirus,Non-tissue,Goat,Ondo,32322646,32085224,57339964,8.17E-06,domesticated,8.17,24,22,46,Herbivore
Circoviridae,AIAMA_LIZ002_OS_S50_673462,AIAMA_LIZ002_OS_S50_673462_NODE_537_length_653_cov_1.088542,653,10,61.6,Circoviridae sp.,Tissue,Lizard,Ebonyi,12276536,11634011,28027486,8.60E-07,peridomesticated,0.86,2,1,3,Other
Papillomaviridae,SEZONOWISLIZARD001_S36_657719,SEZONOWISLIZARD001_S36_657719_NODE_602_length_661_cov_1.522260,661,19,46,Human papillomavirus,Tissue,Lizard,Ondo,17747830,17654584,27584080,1.08E-06,peridomesticated,1.08,2,1,3,Other
Papillomaviridae,SEZONOWISLIZARD001_S36_657719,SEZONOWISLIZARD001_S36_657719_NODE_23_length_3380_cov_2.010294,3380,137,52.1,Leptonychotes weddellii papillomavirus 4,Tissue,Lizard,Ondo,17747830,17654584,27584080,7.76E-06,peridomesticated,7.76,2,1,3,Other
Papillomaviridae,SEZONOWISLIZARD001_S36_657719,SEZONOWISLIZARD001_S36_657719_NODE_292_length_885_cov_3.719059,885,66,56,Miniopterus schreibersii papillomavirus 1,Tissue,Lizard,Ondo,17747830,17654584,27584080,3.74E-06,peridomesticated,3.74,2,1,3,Other
Adintoviridae,AINWZLIZARD001_S58_657718,AINWZLIZARD001_S58_657718_NODE_3101_length_562_cov_1.035052,562,15,70.2,Terrapene box turtle adintovirus,Tissue,Lizard,Ebonyi,3674964,2961804,51997622,5.06E-06,peridomesticated,5.06,2,1,3,Other
Adintoviridae,SEZONOWISLIZARD001_S36_657719,SEZONOWISLIZARD001_S36_657719_NODE_161_length_1188_cov_1.563456,1188,39,68.5,Terrapene box turtle adintovirus,Tissue,Lizard,Ondo,17747830,17654584,27584080,2.21E-06,peridomesticated,2.21,2,1,3,Other
Adintoviridae,SEZONOWISLIZARD001_S36_657719,SEZONOWISLIZARD001_S36_657719_NODE_1241_length_527_cov_1.313333,527,12,64.2,Terrapene box turtle adintovirus,Tissue,Lizard,Ondo,17747830,17654584,27584080,6.80E-07,peridomesticated,0.68,2,1,3,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_300_length_921_cov_2.067536,921,36,45.7,Alcelaphine gammaherpesvirus 1,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.68E-06,domesticated,1.68,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_116_length_1403_cov_1.541478,1403,34,38.3,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.59E-06,domesticated,1.59,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_124_length_1347_cov_1.900787,1347,56,65.3,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,2.62E-06,domesticated,2.62,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_149_length_1254_cov_2.216653,1254,64,69.7,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,2.99E-06,domesticated,2.99,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_242_length_998_cov_2.093377,998,38,51.4,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.78E-06,domesticated,1.78,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_400_length_813_cov_2.226902,813,35,31.3,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.64E-06,domesticated,1.64,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_460_length_755_cov_1.784661,755,19,38.3,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,8.89E-07,domesticated,0.889,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_508_length_717_cov_2.385937,717,27,85.6,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.26E-06,domesticated,1.26,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_516_length_710_cov_2.418641,710,30,43.8,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.40E-06,domesticated,1.4,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_570_length_680_cov_1.752902,680,24,46.2,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.12E-06,domesticated,1.12,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_589_length_672_cov_1.952941,672,25,65.9,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.17E-06,domesticated,1.17,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_634_length_653_cov_1.637153,653,17,65.9,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,7.95E-07,domesticated,0.795,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_706_length_625_cov_1.708029,625,18,45,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,8.42E-07,domesticated,0.842,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_756_length_612_cov_1.755140,612,16,72.2,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,7.48E-07,domesticated,0.748,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_944_length_566_cov_1.198364,566,12,46.2,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,5.61E-07,domesticated,0.561,4,0,4,Other
Orthoherpesviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_1158_length_536_cov_2.154684,536,19,63.9,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,8.89E-07,domesticated,0.889,4,0,4,Other
Orthoherpesviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_1050_length_603_cov_1.387833,603,15,84.8,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.17E-06,domesticated,1.17,4,0,4,Other
Orthoherpesviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_1436_length_526_cov_0.968820,526,6,92.5,Bovine gammaherpesvirus 6,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.67E-07,domesticated,0.467,4,0,4,Other
Tobaniviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_31_length_3972_cov_136.611810,3972,11501,88.5,Bovine nidovirus 1,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,0.000894663,domesticated,894.663,4,0,4,Other
Tobaniviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_165_length_1687_cov_440.106211,1687,15698,75.9,Bovine nidovirus 1,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,0.001221148,domesticated,1221.148,4,0,4,Other
Tobaniviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_312_length_1217_cov_285.293860,1217,7853,94.3,Bovine nidovirus 1,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,0.000610885,domesticated,610.885,4,0,4,Other
Tobaniviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_382_length_1055_cov_91.873211,1055,1792,76.8,Bovine nidovirus 1,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,0.0001394,domesticated,139.4,4,0,4,Other
Tobaniviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_462_length_948_cov_343.523536,948,6826,94.3,Bovine nidovirus 1,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,0.000530995,domesticated,530.995,4,0,4,Other
Tobaniviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_508_length_893_cov_271.200980,893,4537,95.8,Bovine nidovirus 1,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,0.000352933,domesticated,352.933,4,0,4,Other
Tobaniviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_515_length_889_cov_329.673645,889,5645,78.4,Bovine nidovirus 1,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,0.000439125,domesticated,439.125,4,0,4,Other
Tobaniviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_916_length_646_cov_902.397188,646,6882,100,Bovine nidovirus 1,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,0.000535351,domesticated,535.351,4,0,4,Other
Tobaniviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_25_length_4380_cov_34.404834,4380,1486,68.3,Bovine nidovirus 1,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,0.000115596,domesticated,115.596,4,0,4,Other
Tobaniviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_33_length_3863_cov_252.529847,3863,11239,95.5,Bovine nidovirus 1,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,0.000874282,domesticated,874.282,4,0,4,Other
Tobaniviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_337_length_1144_cov_379.206186,1144,9015,96.9,Bovine nidovirus 1,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,0.000701277,domesticated,701.277,4,0,4,Other
Tobaniviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_781_length_702_cov_988.496000,702,7695,88.4,Bovine nidovirus 1,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,0.000598594,domesticated,598.594,4,0,4,Other
Tobaniviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_1278_length_549_cov_1259.902542,549,13143,73.3,Bovine nidovirus 1,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,0.001022394,domesticated,1022.394,4,0,4,Other
Picobirnaviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_247_length_1120_cov_4.738255,1120,100,83.2,Bovine picobirnavirus,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,8.02E-06,domesticated,8.02,4,0,4,Other
Picornaviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_631_length_655_cov_2.396194,655,24,99.1,Chicken picornavirus 4,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.12E-06,domesticated,1.12,4,0,4,Other
Circoviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_790_length_601_cov_2.475191,601,28,98.4,Circovirus sp.,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.31E-06,domesticated,1.31,4,0,4,Other
Circoviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_1148_length_537_cov_2.528261,537,20,96.9,Circovirus sp.,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,9.35E-07,domesticated,0.935,4,0,4,Other
Circoviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_1148_length_537_cov_2.528261,537,20,96.9,Circovirus sp.,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,9.35E-07,domesticated,0.935,4,0,4,Other
Picobirnaviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_121_length_1721_cov_26.742092,1721,910,89.8,Dromedary picobirnavirus,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,7.30E-05,domesticated,73,4,0,4,Other
Picornaviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_285_length_1045_cov_1.278926,1045,29,100,Enterovirus G,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,2.33E-06,domesticated,2.33,4,0,4,Other
Picornaviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_305_length_1012_cov_1.831016,1012,32,99.7,Enterovirus G,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,2.57E-06,domesticated,2.57,4,0,4,Other
Picornaviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_355_length_935_cov_1.354312,935,23,98.4,Enterovirus G,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,1.84E-06,domesticated,1.84,4,0,4,Other
Astroviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_96_length_1527_cov_2.949655,1527,90,96.3,Hubei mamastrovirus 1,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,4.21E-06,domesticated,4.21,4,0,4,Other
Picobirnaviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_137_length_1555_cov_22.934371,1555,695,91.5,Human picobirnavirus,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,5.57E-05,domesticated,55.7,4,0,4,Other
Sedoreoviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_17_length_2895_cov_6.109297,2895,354,98.7,Human rotavirus A,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.66E-05,domesticated,16.6,4,0,4,Other
Sedoreoviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_205_length_1070_cov_5.362538,1070,99,99,Human rotavirus A,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,4.63E-06,domesticated,4.63,4,0,4,Other
Sedoreoviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_367_length_846_cov_2.139142,846,44,93.3,Human rotavirus A,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,2.06E-06,domesticated,2.06,4,0,4,Other
Sedoreoviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_447_length_766_cov_7.635704,766,108,98,Human rotavirus A,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,5.05E-06,domesticated,5.05,4,0,4,Other
Astroviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_55_length_2260_cov_13.990838,2260,32034,97.8,Jiangsu mamastrovirus 1,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,0.00256908,domesticated,2569.08,4,0,4,Other
Astroviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_1208_length_527_cov_4.100000,527,39,96.6,Jiangsu mamastrovirus 2,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.82E-06,domesticated,1.82,4,0,4,Other
Astroviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_1208_length_527_cov_4.100000,527,39,96.6,Jiangsu mamastrovirus 2,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.82E-06,domesticated,1.82,4,0,4,Other
Astroviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_1208_length_527_cov_4.100000,527,39,96.6,Jiangsu mamastrovirus 2,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.82E-06,domesticated,1.82,4,0,4,Other
Astroviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_1208_length_527_cov_4.100000,527,39,96.6,Jiangsu mamastrovirus 2,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.82E-06,domesticated,1.82,4,0,4,Other
Piconaviridae,AINWZPIG001_S62_657715,AINWZPIG001_S62_657715_NODE_128_length_2023_cov_3.934738,2023,226,25.5,Kagge virus,Non-tissue,Pig,Ebonyi,16019604,15503395,31766854,1.46E-05,domesticated,14.6,4,0,4,Other
Picornaviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_412_length_797_cov_1.658333,797,34,87.9,Kobuvirus cebes,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,1.59E-06,domesticated,1.59,4,0,4,Other
Astroviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_4_length_4346_cov_43.853830,4346,4429,96.6,Mamastrovirus 3,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,0.000207165,domesticated,207.165,4,0,4,Other
Astroviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_4_length_4346_cov_43.853830,4346,4429,96.6,Mamastrovirus 3,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,0.000207165,domesticated,207.165,4,0,4,Other
Astroviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_4_length_4346_cov_43.853830,4346,4429,96.6,Mamastrovirus 3,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,0.000207165,domesticated,207.165,4,0,4,Other
Astroviridae,AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_4_length_4346_cov_43.853830,4346,4429,96.6,Mamastrovirus 3,Non-tissue,Pig,Ebonyi,21978928,21379060,35838192,0.000207165,domesticated,207.165,4,0,4,Other
Astroviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_119_length_1731_cov_4.451632,1731,137,94.1,Mamastrovirus 3,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,1.10E-05,domesticated,11,4,0,4,Other
Astroviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_270_length_1082_cov_3434.822886,1082,77842,96.5,Mamastrovirus 3,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,0.006242815,domesticated,6242.815,4,0,4,Other
Astroviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_270_length_1082_cov_3434.822886,1082,77842,96.5,Mamastrovirus 3,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,0.006242815,domesticated,6242.815,4,0,4,Other
Astroviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_270_length_1082_cov_3434.822886,1082,77842,96.5,Mamastrovirus 3,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,0.006242815,domesticated,6242.815,4,0,4,Other
Astroviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_270_length_1082_cov_3434.822886,1082,77842,96.5,Mamastrovirus 3,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,0.006242815,domesticated,6242.815,4,0,4,Other
Astroviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_906_length_585_cov_2679.559055,585,19215,87.2,Mamastrovirus 3,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,0.001541015,domesticated,1541.015,4,0,4,Other
Picornaviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_10_length_4010_cov_12.903382,4010,990,98.9,Megrivirus sp.,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,7.94E-05,domesticated,79.4,4,0,4,Other
Picornaviridae,AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_466_length_790_cov_3.636746,790,52,90.9,Megrivirus sp.,Non-tissue,Pig,Ebonyi,12859236,12469055,25684542,4.17E-06,domesticated,4.17,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_19_length_5056_cov_2.536654,5056,339,99.8,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.64E-05,domesticated,26.4,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_20_length_4893_cov_3.199543,4893,493,98.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.84E-05,domesticated,38.4,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_20_length_4893_cov_3.199543,4893,493,98.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.84E-05,domesticated,38.4,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_20_length_4893_cov_3.199543,4893,493,98.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.84E-05,domesticated,38.4,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_20_length_4893_cov_3.199543,4893,493,98.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.84E-05,domesticated,38.4,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_20_length_4893_cov_3.199543,4893,493,98.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.84E-05,domesticated,38.4,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_21_length_4801_cov_2.854996,4801,379,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.95E-05,domesticated,29.5,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_21_length_4801_cov_2.854996,4801,379,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.95E-05,domesticated,29.5,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_44_length_3128_cov_3.048509,3128,262,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.04E-05,domesticated,20.4,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_84_length_2424_cov_2.982105,2424,194,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.51E-05,domesticated,15.1,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_84_length_2424_cov_2.982105,2424,194,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.51E-05,domesticated,15.1,4,0,4,Other
