sample,contig_name,name,ska_species,collected_by,family,read_count,sample_type,identity
SENONOWIFGOT005_RS_S78_673657,SENONOWIFGOT005_RS_S78_673657_NODE_437_length_756_cov_3.440353,Abak Bovine picobirnavirus,Goat,Ondo,Picobirnaviridae,54,Rectal,82.1
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_1103_length_528_cov_20.523282,Abak Bovine picobirnavirus,Rodent,Ondo,Picobirnaviridae,173,Lung,79.9
AIMGL_GOT003_OS_S65_673468,AIMGL_GOT003_OS_S65_673468_NODE_353_length_1276_cov_140.977481,Abak Bovine picobirnavirus,Goat,Ebonyi ,Picobirnaviridae,3598,Oral,79.8
AIMGL_GOT003_OS_S65_673468,AIMGL_GOT003_OS_S65_673468_NODE_1226_length_761_cov_9.290936,Abak Bovine picobirnavirus,Goat,Ebonyi ,Picobirnaviridae,116,Oral,79.1
SENONOWIFGOT005_RS_S78_673657,SENONOWIFGOT005_RS_S78_673657_NODE_322_length_890_cov_5.567036,Abak Bovine picobirnavirus,Goat,Ondo,Picobirnaviridae,98,Rectal,78.1
AIMGLGOAT002_S61_656114,AIMGLGOAT002_S61_656114_NODE_674_length_559_cov_26.892116,Abak Bovine picobirnavirus,Goat,Ebonyi,Picobirnaviridae,264,Swab,75.3
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_552_length_801_cov_3.040055,Abak Dromedary picobirnavirus,Goat,Ondo,Picobirnaviridae,54,Rectal,83.8
AIAMAGOAT002_S49_656110,AIAMAGOAT002_S49_656110_NODE_2780_length_596_cov_1.946050,Abak Dromedary picobirnavirus,Goat,Ebonyi,Picobirnaviridae,18,Swab,72.6
SEZONOWGOAT009_S67_2_656740,SEZONOWGOAT009_S67_2_656740_NODE_65_length_2370_cov_55.931967,Abak Dromedary picobirnavirus,Goat,Ondo,Picobirnaviridae,2467,Swab,38.7
AIMGLGOAT002_S61_656114,AIMGLGOAT002_S61_656114_NODE_536_length_633_cov_7.586331,Abak nabpantry virus1,Goat,Ebonyi,Picobirnaviridae,108,Swab,76.9
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_1030_length_561_cov_5.898760,Abak Otarine picobirnavirus,Pig,Ebonyi,Picobirnaviridae,52,Swab,84.1
AIAMAGOAT002_S49_656110,AIAMAGOAT002_S49_656110_NODE_590_length_1029_cov_7.941176,Abak Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,137,Swab,84.9
AIAMAPIG002_S64_657714,AIAMAPIG002_S64_657714_NODE_630_length_655_cov_2.593426,Abak Picobirnavirus sp.,Pig,Ebonyi,Picobirnaviridae,37,Swab,84.8
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_124_length_1752_cov_195.312836,Abak Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,6626,Rectal,84.4
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_777_length_630_cov_37.998192,Abak Picobirnavirus sp.,Rodent,Ondo,Picobirnaviridae,381,Lung,84.2
SEZONOWGOAT010_S65_2_656741,SEZONOWGOAT010_S65_2_656741_NODE_146_length_1125_cov_3.028626,Abak Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,83,Swab,84.1
AINWZ_GOT008_OS_S67_673475,AINWZ_GOT008_OS_S67_673475_NODE_200_length_944_cov_13.912341,Abak Picobirnavirus sp.,Goat,Ebonyi ,Picobirnaviridae,383,Oral,83.1
AINWZ_GOT010_OS_S69_673481,AINWZ_GOT010_OS_S69_673481_NODE_112_length_1256_cov_5.985581,Abak Picobirnavirus sp.,Goat,Ebonyi ,Picobirnaviridae,281,Oral,82.6
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_24_length_2919_cov_108.577410,Abak Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,3152,Rectal,82.3
AIMGLGOAT002_S61_656114,AIMGLGOAT002_S61_656114_NODE_449_length_717_cov_1.985937,Abak Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,27,Swab,81.5
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_261_length_1096_cov_32.239450,Abak Picobirnavirus sp.,Pig,Ebonyi,Picobirnaviridae,668,Swab,81
AIAMAGOAT003_S50_657720,AIAMAGOAT003_S50_657720_NODE_1886_length_863_cov_6.642494,Abak Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,111,Swab,79.3
AIMGLGOAT002_S61_656114,AIMGLGOAT002_S61_656114_NODE_365_length_829_cov_688.823138,Abak Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,11515,Swab,78.9
AINWZ_GOT008_OS_S67_673475,AINWZ_GOT008_OS_S67_673475_NODE_85_length_1349_cov_6.577830,Abak Picobirnavirus sp.,Goat,Ebonyi ,Picobirnaviridae,249,Oral,78.8
SENONOWIFGOT005_RS_S78_673657,SENONOWIFGOT005_RS_S78_673657_NODE_217_length_1081_cov_4.373506,Abak Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,74,Rectal,78.7
SENONOWIFGOT005_RS_S78_673657,SENONOWIFGOT005_RS_S78_673657_NODE_902_length_557_cov_6.054167,Abak Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,46,Rectal,78.3
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_573_length_708_cov_4.779715,Abak Picobirnavirus sp.,Pig,Ebonyi,Picobirnaviridae,73,Swab,77.5
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_734_length_675_cov_3.827759,Abak Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,45,Rectal,76.9
AIAMASHEEP002_S54_656079,AIAMASHEEP002_S54_656079_NODE_169_length_1041_cov_1.121369,Abak Picobirnavirus sp.,Sheep,Ebonyi,Picobirnaviridae,19,Swab,76.4
AIMGL_GOT003_OS_S65_673468,AIMGL_GOT003_OS_S65_673468_NODE_750_length_921_cov_2.498815,Abak Picobirnavirus sp.,Goat,Ebonyi ,Picobirnaviridae,56,Oral,75.6
AINWZ_CHK003_CS_S49_673471,AINWZ_CHK003_CS_S49_673471_NODE_2228_length_523_cov_1.432735,Abak Picobirnavirus sp.,Chicken,Ebonyi ,Picobirnaviridae,16,Rectal,75.5
AINWZCHICKEN001_S56_655747,AINWZCHICKEN001_S56_655747_NODE_1083_length_505_cov_5.245327,Abak Picobirnavirus sp.,Chicken,Ebonyi,Picobirnaviridae,42,Rectal,75.3
SEZONOWGOAT009_S67_2_656740,SEZONOWGOAT009_S67_2_656740_NODE_1594_length_596_cov_2.250482,Abak Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,34,Swab,74.5
AIMGLGOAT002_S61_656114,AIMGLGOAT002_S61_656114_NODE_255_length_1000_cov_92.227519,Abak Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,1751,Swab,74
AIMGL_GOT003_OS_S65_673468,AIMGL_GOT003_OS_S65_673468_NODE_1365_length_730_cov_2.332312,Abak Picobirnavirus sp.,Goat,Ebonyi ,Picobirnaviridae,43,Oral,72.8
SEZONOWIFGOAT007_S68_657731,SEZONOWIFGOAT007_S68_657731_NODE_407_length_844_cov_1.872229,Abak Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,25,Swab,72.6
AINWZGOAT003_S43_1_656182,AINWZGOAT003_S43_1_656182_NODE_213_length_1040_cov_1.586708,Abak Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,25,Swab,70.1
AIAMASHEEP001_S53_656078,AIAMASHEEP001_S53_656078_NODE_898_length_579_cov_2.541833,Abak Picobirnavirus sp.,Sheep,Ebonyi,Picobirnaviridae,24,Swab,69.7
AIMGL_GOT003_OS_S65_673468,AIMGL_GOT003_OS_S65_673468_NODE_331_length_1303_cov_301.032626,Abak Picobirnavirus sp.,Goat,Ebonyi ,Picobirnaviridae,5802,Oral,68.2
SEZONOWIFGOT007_RS_S70_673666,SEZONOWIFGOT007_RS_S70_673666_NODE_145_length_1298_cov_49.022113,Abak Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,579,Swab,67.1
SEZONOWOGDOG010_S3_657749,SEZONOWOGDOG010_S3_657749_NODE_1394_length_512_cov_1.783908,Abak Picobirnavirus sp.,Dog,Ondo,Picobirnaviridae,15,Swab,63.3
AIMGLGOAT002_S61_656114,AIMGLGOAT002_S61_656114_NODE_196_length_1154_cov_1.623027,Abak Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,30,Swab,60.7
AINWZ_GOT008_OS_S67_673475,AINWZ_GOT008_OS_S67_673475_NODE_50_length_1769_cov_11.302009,Abak Picobirnavirus sp.,Goat,Ebonyi ,Picobirnaviridae,371,Oral,59
AIAMAGOAT002_S49_656110,AIAMAGOAT002_S49_656110_NODE_2221_length_641_cov_1.680851,Abak Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,18,Swab,57
SEZONOWISGOAT008_S25_657722,SEZONOWISGOAT008_S25_657722_NODE_454_length_556_cov_2.192067,Abak Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,20,Swab,55.2
SEZONOWOGDOG010_S3_657749,SEZONOWOGDOG010_S3_657749_NODE_93_length_1741_cov_2.127404,Abak Picobirnavirus sp.,Dog,Ondo,Picobirnaviridae,63,Swab,43
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_865_length_510_cov_1.545035,Abak Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,10,Rectal,42.5
SEZONOWDOG012_S10_657739,SEZONOWDOG012_S10_657739_NODE_32_length_2158_cov_7.261413,Abak Picobirnavirus sp.,Dog,Ondo,Picobirnaviridae,291,Swab,40.6
SEZONOWIFGOAT012_S30_657726,SEZONOWIFGOAT012_S30_657726_NODE_180_length_1211_cov_3.880071,Abak Picobirnavirus sp.,Sheep,Ondo,Picobirnaviridae,82,Swab,39.9
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_121_length_1757_cov_1.992262,Abak Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,83,Rectal,35.7
SEZONOWIFGOAT012_S30_657726,SEZONOWIFGOAT012_S30_657726_NODE_90_length_1794_cov_9.231217,Abak Picobirnavirus sp.,Sheep,Ondo,Picobirnaviridae,293,Swab,35.2
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_335_length_700_cov_0.993579,Abak Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,11,Rectal,31.4
SENONOWISUGOT001_OS_S80_673658,SENONOWISUGOT001_OS_S80_673658_NODE_204_length_1101_cov_5.329102,Abak Porcine picobirnavirus,Goat,Ondo,Picobirnaviridae,122,Oral,84.4
AIMGL_GOT003_OS_S65_673468,AIMGL_GOT003_OS_S65_673468_NODE_3433_length_512_cov_4.388506,Abak Porcine picobirnavirus,Goat,Ebonyi ,Picobirnaviridae,35,Oral,82.4
AINWZ_GOT010_OS_S69_673481,AINWZ_GOT010_OS_S69_673481_NODE_387_length_723_cov_11.027864,Abak Porcine picobirnavirus,Goat,Ebonyi ,Picobirnaviridae,284,Oral,82.1
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_20_length_3083_cov_20.148037,Abak Porcine picobirnavirus,Goat,Ondo,Picobirnaviridae,652,Rectal,81.7
SENONOWISUGOT001_OS_S80_673658,SENONOWISUGOT001_OS_S80_673658_NODE_287_length_945_cov_1.059908,Abak Porcine picobirnavirus,Goat,Ondo,Picobirnaviridae,21,Oral,81
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_553_length_717_cov_8.031250,Abak Porcine picobirnavirus,Pig,Ebonyi,Picobirnaviridae,94,Swab,80.4
AINWZGOAT005_S45_1_656184,AINWZGOAT005_S45_1_656184_NODE_106_length_1713_cov_14.390587,Abak Porcine picobirnavirus,Goat,Ebonyi,Picobirnaviridae,485,Swab,80.2
SENONOWIFGOT005_RS_S78_673657,SENONOWIFGOT005_RS_S78_673657_NODE_281_length_949_cov_73.918578,Abak Porcine picobirnavirus,Goat,Ondo,Picobirnaviridae,1322,Rectal,79.9
SENONOWOGGOT016_RS_S81_673664,SENONOWOGGOT016_RS_S81_673664_NODE_1197_length_527_cov_1.793333,Abak Porcine picobirnavirus,Goat,Ondo,Picobirnaviridae,33,Rectal,79.9
SEZONOWIFGOT007_RS_S70_673666,SEZONOWIFGOT007_RS_S70_673666_NODE_2259_length_556_cov_3.311065,Abak Porcine picobirnavirus,Goat,Ondo,Picobirnaviridae,27,Swab,79.7
AINWZ_DOG005_OS_S41_673473,AINWZ_DOG005_OS_S41_673473_NODE_815_length_506_cov_2.233100,Abak Porcine picobirnavirus,Dog,Ebonyi ,Picobirnaviridae,32,Oral,79.1
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_734_length_637_cov_2.178571,Abak Porcine picobirnavirus,Pig,Ebonyi,Picobirnaviridae,21,Swab,77.5
AIAMAGOAT003_S50_657720,AIAMAGOAT003_S50_657720_NODE_4106_length_640_cov_2.790409,Abak Porcine picobirnavirus,Goat,Ebonyi,Picobirnaviridae,31,Swab,74.3
SEZONOWGOAT009_S67_2_656740,SEZONOWGOAT009_S67_2_656740_NODE_66_length_2369_cov_899.808901,Abak Porcine picobirnavirus,Goat,Ondo,Picobirnaviridae,28032,Swab,72.3
SEZONOWDOG012_S10_657739,SEZONOWDOG012_S10_657739_NODE_68_length_1590_cov_4.348976,Abak Porcine picobirnavirus,Dog,Ondo,Picobirnaviridae,127,Swab,71.7
AINWZ_GOT012_RS_S38_673479,AINWZ_GOT012_RS_S38_673479_NODE_594_length_726_cov_1.739599,Abak Rodent associated picobirnavirus,Goat,Ebonyi ,Picobirnaviridae,20,Rectal,82.1
AIMGLGOAT002_S61_656114,AIMGLGOAT002_S61_656114_NODE_163_length_1300_cov_69.771055,Abak Simian picobirnavirus,Goat,Ebonyi,Picobirnaviridae,1862,Swab,78.7
SEZONOWIFSHEEP002_S31_656083,SEZONOWIFSHEEP002_S31_656083_NODE_356_length_684_cov_4.723229,Bovine picobirnavirus,Sheep,Ondo,Picobirnaviridae,58,Swab,89.4
SEZONOWIFGOT007_RS_S70_673666,SEZONOWIFGOT007_RS_S70_673666_NODE_37_length_2003_cov_38.933022,Bovine picobirnavirus,Goat,Ondo,Picobirnaviridae,836,Swab,88.3
AIMGLGOAT002_S61_656114,AIMGLGOAT002_S61_656114_NODE_131_length_1448_cov_11.456601,Bovine picobirnavirus,Goat,Ebonyi,Picobirnaviridae,325,Swab,87.5
SENONOWGOT014_OS_S75_673628,SENONOWGOT014_OS_S75_673628_NODE_738_length_537_cov_1.860870,Bovine picobirnavirus,Goat,Ondo,Picobirnaviridae,22,Oral,85.5
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_973_length_559_cov_5.524896,Dromedary picobirnavirus,Rodent,Ondo,Picobirnaviridae,58,Lung,91
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_121_length_1721_cov_26.742092,Dromedary picobirnavirus,Pig,Ebonyi,Picobirnaviridae,910,Swab,89.8
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_619_length_704_cov_15.070175,Dromedary picobirnavirus,Rodent,Ondo,Picobirnaviridae,200,Lung,89.2
SEZONOWIFSHEEP002_S31_656083,SEZONOWIFSHEEP002_S31_656083_NODE_223_length_855_cov_1.685090,Dromedary picobirnavirus,Sheep,Ondo,Picobirnaviridae,27,Swab,89
AINWZGOAT001_S41_656115,AINWZGOAT001_S41_656115_NODE_240_length_842_cov_4.342484,Dromedary picobirnavirus,Goat,Ebonyi,Picobirnaviridae,64,Swab,87.1
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_137_length_1555_cov_22.934371,Human picobirnavirus,Pig,Ebonyi,Picobirnaviridae,695,Swab,91.5
SEZONOWGOAT009_S67_2_656740,SEZONOWGOAT009_S67_2_656740_NODE_1736_length_579_cov_3.071713,Human picobirnavirus,Goat,Ondo,Picobirnaviridae,37,Swab,87.2
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_804_length_648_cov_1.837128,Human picobirnavirus,Goat,Ondo,Picobirnaviridae,27,Rectal,85.6
SEZONOWISGOAT008_S25_657722,SEZONOWISGOAT008_S25_657722_NODE_252_length_772_cov_1.513669,Ondo Agile wallaby-associated picobirnavirus 8,Goat,Ondo,Picobirnaviridae,21,Swab,23.1
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_876_length_624_cov_16.109689,Ondo Fox picobirnavirus,Goat,Ondo,Picobirnaviridae,183,Rectal,82.7
SEZONOWGOAT009_S67_2_656740,SEZONOWGOAT009_S67_2_656740_NODE_44_length_2918_cov_27.713129,Ondo Fox picobirnavirus,Goat,Ondo,Picobirnaviridae,1288,Swab,80.5
SEZONOWISDOG008_S14_657742,SEZONOWISDOG008_S14_657742_NODE_52_length_1886_cov_7.320066,Ondo Lysoka partiti-like virus,Dog,Ondo,Picobirnaviridae,268,Swab,73.2
SEZONOWISDOG015_S13_657743,SEZONOWISDOG015_S13_657743_NODE_97_length_1605_cov_4.265707,Ondo Lysoka partiti-like virus,Dog,Ondo,Picobirnaviridae,126,Swab,72.8
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_57_length_2229_cov_7.523699,Ondo Lysoka partiti-like virus,Goat,Ondo,Picobirnaviridae,307,Rectal,40.7
SEZONOWOGDOG001_S6_657746,SEZONOWOGDOG001_S6_657746_NODE_26_length_2514_cov_3.756258,Ondo Marmot picobirnavirus,Dog,Ondo,Picobirnaviridae,173,Swab,43.8
AIMGL_GOT003_OS_S65_673468,AIMGL_GOT003_OS_S65_673468_NODE_78_length_2292_cov_10.087133,Ondo Marmot picobirnavirus,Goat,Ebonyi ,Picobirnaviridae,464,Oral,42.6
SEZONOWIFGOAT012_S30_657726,SEZONOWIFGOAT012_S30_657726_NODE_18_length_2849_cov_12.518038,Ondo Marmot picobirnavirus,Sheep,Ondo,Picobirnaviridae,669,Swab,29.7
SEZONOWIFGOAT012_S30_657726,SEZONOWIFGOAT012_S30_657726_NODE_21_length_2803_cov_3.272927,Ondo Marmot picobirnavirus,Sheep,Ondo,Picobirnaviridae,154,Swab,24
SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_66_length_1707_cov_54.759509,Ondo Mongoose picobirnavirus,Goat,Ondo,Picobirnaviridae,1868,Rectal,79.6
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_101_length_1251_cov_35.916525,Picobirnavirus sp.,Goat,Ebonyi ,Picobirnaviridae,975,Oral,98.9
SEZONOWOGDOG001_S6_657746,SEZONOWOGDOG001_S6_657746_NODE_77_length_1755_cov_63.335518,Picobirnavirus sp.,Dog,Ondo,Picobirnaviridae,2033,Swab,98.8
AIAMAGOAT003_S50_657720,AIAMAGOAT003_S50_657720_NODE_2889_length_732_cov_1.749618,Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,20,Swab,98.8
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_1197_length_510_cov_4.154734,Picobirnavirus sp.,Rodent,Ondo,Picobirnaviridae,40,Lung,98.8
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_1092_length_531_cov_2.433921,Picobirnavirus sp.,Rodent,Ondo,Picobirnaviridae,23,Lung,96.3
SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_300_length_629_cov_465.922101,Picobirnavirus sp.,Dog,Ondo,Picobirnaviridae,5244,Swab,95.5
AIAMAGOAT002_S49_656110,AIAMAGOAT002_S49_656110_NODE_162_length_1664_cov_13.572779,Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,425,Swab,94.3
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_1057_length_575_cov_21.841365,Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,204,Rectal,93.8
SEZONOWOGDOG001_S6_657746,SEZONOWOGDOG001_S6_657746_NODE_254_length_905_cov_8.369565,Picobirnavirus sp.,Dog,Ondo,Picobirnaviridae,130,Swab,93
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_382_length_957_cov_159.707955,Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,2257,Rectal,92.8
SEZONOWIFGOT007_RS_S70_673666,SEZONOWIFGOT007_RS_S70_673666_NODE_591_length_869_cov_3.213384,Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,47,Swab,91.5
AIMGL_GOT003_OS_S65_673468,AIMGL_GOT003_OS_S65_673468_NODE_1771_length_658_cov_5.058520,Picobirnavirus sp.,Goat,Ebonyi ,Picobirnaviridae,60,Oral,91
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_475_length_860_cov_9.233716,Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,133,Rectal,90.8
SEZONOWIFGOAT007_S68_657731,SEZONOWIFGOAT007_S68_657731_NODE_703_length_649_cov_4.489510,Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,46,Swab,90.6
AIAMAGOAT002_S49_656110,AIAMAGOAT002_S49_656110_NODE_742_length_944_cov_3.906574,Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,72,Swab,90.4
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_1355_length_501_cov_2.877358,Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,22,Swab,90.2
AINWZ_DOG006_RS_S42_674096,AINWZ_DOG006_RS_S42_674096_NODE_643_length_504_cov_1.393443,Picobirnavirus sp.,Dog,Ebonyi ,Picobirnaviridae,13,Rectal,90.1
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_1031_length_566_cov_2.746421,Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,30,Swab,89.7
AIAMASHEEP001_S53_656078,AIAMASHEEP001_S53_656078_NODE_1127_length_528_cov_3.713969,Picobirnavirus sp.,Sheep,Ebonyi,Picobirnaviridae,29,Swab,89.7
SEZONOWOGDOG001_S6_657746,SEZONOWOGDOG001_S6_657746_NODE_25_length_2527_cov_32.887755,Picobirnavirus sp.,Dog,Ondo,Picobirnaviridae,1543,Swab,88.4
SENONOWGOT003_RS_S79_673627,SENONOWGOT003_RS_S79_673627_NODE_215_length_929_cov_4.348592,Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,72,Rectal,87.9
AIAMAGOAT002_S49_656110,AIAMAGOAT002_S49_656110_NODE_563_length_1047_cov_92.582474,Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,1638,Swab,87.7
SEZONOWIFGOAT007_S68_657731,SEZONOWIFGOAT007_S68_657731_NODE_361_length_897_cov_15.826829,Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,231,Swab,87.6
SENONOWISUGOT001_RS_S74_673659,SENONOWISUGOT001_RS_S74_673659_NODE_482_length_858_cov_3.327785,Picobirnavirus sp.,Goat,Ondo,Picobirnaviridae,63,Rectal,87.4
AINWZGOAT001_S41_656115,AINWZGOAT001_S41_656115_NODE_479_length_576_cov_9.865731,Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,110,Swab,86.2
AINWZGOAT006_S46_1_656185,AINWZGOAT006_S46_1_656185_NODE_253_length_1069_cov_3.048387,Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,57,Swab,85.4
AIAMAGOAT002_S49_656110,AIAMAGOAT002_S49_656110_NODE_695_length_972_cov_23.642458,Picobirnavirus sp.,Goat,Ebonyi,Picobirnaviridae,424,Swab,85.3
AINWZ_GOT010_OS_S69_673481,AINWZ_GOT010_OS_S69_673481_NODE_1041_length_532_cov_1.008791,Picobirnavirus sp.,Goat,Ebonyi ,Picobirnaviridae,8,Oral,85
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_238_length_1258_cov_30.154107,Porcine picobirnavirus,Rodent,Ondo,Picobirnaviridae,808,Lung,98.5
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_463_length_865_cov_116.110406,Porcine picobirnavirus,Rodent,Ondo,Picobirnaviridae,1989,Lung,98.4
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_219_length_1338_cov_5.417129,Porcine picobirnavirus,Rodent,Ondo,Picobirnaviridae,145,Lung,98.2
SEZONOWISGOAT013_S24_2_657729,SEZONOWISGOAT013_S24_2_657729_NODE_379_length_505_cov_1.661215,Porcine picobirnavirus,Goat,Ondo,Picobirnaviridae,10,Swab,98.2
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_78_length_1999_cov_10.076483,Porcine picobirnavirus,Pig,Ebonyi,Picobirnaviridae,396,Swab,97.9
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_313_length_1006_cov_2.162540,Porcine picobirnavirus,Pig,Ebonyi,Picobirnaviridae,39,Swab,97.9
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_307_length_1011_cov_2.449679,Porcine picobirnavirus,Pig,Ebonyi,Picobirnaviridae,32,Swab,97.2
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_483_length_851_cov_4.686047,Porcine picobirnavirus,Rodent,Ondo,Picobirnaviridae,94,Lung,97.1
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_846_length_598_cov_14.115163,Porcine picobirnavirus,Rodent,Ondo,Picobirnaviridae,127,Lung,96.2
AIAMAGOAT002_S49_656110,AIAMAGOAT002_S49_656110_NODE_1606_length_717_cov_33.690176,Porcine picobirnavirus,Goat,Ebonyi,Picobirnaviridae,329,Swab,95.6
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_391_length_941_cov_5.459491,Porcine picobirnavirus,Rodent,Ondo,Picobirnaviridae,95,Lung,95.5
AIAMAPIG001_S63_657713,AIAMAPIG001_S63_657713_NODE_358_length_931_cov_4.533958,Porcine picobirnavirus,Pig,Ebonyi,Picobirnaviridae,74,Swab,95.3
SEZONOWOGDOG001_S6_657746,SEZONOWOGDOG001_S6_657746_NODE_98_length_1557_cov_46.237162,Porcine picobirnavirus,Dog,Ondo,Picobirnaviridae,1324,Swab,95.2
SENONOWGOT003_RS_S79_673627,SENONOWGOT003_RS_S79_673627_NODE_578_length_537_cov_0.945652,Porcine picobirnavirus,Goat,Ondo,Picobirnaviridae,11,Rectal,95
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_347_length_1010_cov_21.371919,Porcine picobirnavirus,Rodent,Ondo,Picobirnaviridae,413,Lung,94.9
OD_ZAD_AGR010_LUNG_S55_674094,OD_ZAD_AGR010_LUNG_S55_674094_NODE_339_length_1024_cov_13.494192,Porcine picobirnavirus,Rodent,Ondo,Picobirnaviridae,283,Lung,94.1
